hmid,match_id,entertainment,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
60493,47,read,3981,3m,"
IELTS Sample Questions

    Reading Sample
        Academic Reading
        GT Reading
    Writing Sample
        Academic Writing Task 1
        GT Writing Task 1
        Writing Task 2
    Listening Sample
    Speaking Sample
    Cue Card Sample

IELTS Preparation

    Reading Preparation
        Academic Reading
        GT Reading
    Writing Preparation
        Academic Writing
            Writing Task 1
            Writing Task 2
        GT Writing
    Listening Preparation
    Speaking Preparation
        Find a Speaking Partner
    IELTS Mock Test

    Sponsored links

IELTS Cue Card Sample 12 - A happy event of your life

    Last Updated: Thursday, 06 October 2016 04:30 
    Written by IELTS Mentor 
    Hits: 38871 

IELTS Speaking Part 2: IELTS Cue Card/ Candidate Task Card.
Describe a happy event of your life.

You should say:

    what it was
    when it happened
    where it happened

and explain why it was a happy event.


Follow-up Questions:
aC/ What do you think is important in achieving happiness?
aC/ How do you celebrate some happy events?
aC/ What do the camera and video play in celebrating?

Possible Answer 1:
I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

I spent almost a month with great anxiety regarding my result publication. I started speculating so many things and many of them were negative. I could hardly keep away the tensions about my upcoming result. The result was so important that my college admission would mostly depend on it. I could not sleep well in the night before the result publishing. I think this is a common anxiety for students and I was familiar with this type of anxiety. However, this particular exam results game me more nightmares than any other time of my life.","
IELTS Sample Questions

    Reading Sample
        Academic Reading
        GT Reading
    Writing Sample
        Academic Writing Task 1
        GT Writing Task 1
        Writing Task 2
    Listening Sample
    Speaking Sample
    Cue Card Sample

IELTS Preparation

    Reading Preparation
        Academic Reading
        GT Reading
    Writing Preparation
        Academic Writing
            Writing Task 1
            Writing Task 2
        GT Writing
    Listening Preparation
    Speaking Preparation
        Find a Speaking Partner
    IELTS Mock Test

    Sponsored links

IELTS Cue Card Sample 12 - A happy event of your life

    Last Updated: Thursday, 06 October 2016 04:30 
    Written by IELTS Mentor 
    Hits: 38871 

IELTS Speaking Part 2: IELTS Cue Card/ Candidate Task Card.
Describe a happy event of your life.

You should say:

    what it was
    when it happened
    where it happened

and explain why it was a happy event.


Follow-up Questions:
aC/ What do you think is important in achieving happiness?
aC/ How do you celebrate some happy events?
aC/ What do the camera and video play in celebrating?

Possible Answer 1:
I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

I spent almost a month with great anxiety regarding my result publication. I started speculating so many things and many of them were negative. I could hardly keep away the tensions about my upcoming result. The result was so important that my college admission would mostly depend on it. I could not sleep well in the night before the result publishing. I think this is a common anxiety for students and I was familiar with this type of anxiety. However, this particular exam results game me more nightmares than any other time of my life.",TRUE,16,NA,achievement,32643,ielts sample questions read sample academic read gt read writing sample academic writing task gt writing task writing task listening sample speak sample cue card sample ielts prepared read prepared academic read gt read writing prepared academic writing writing task writing task gt writing listening prepared speak prepared speak partner ielts mock test sponsored link ielts cue card sample event life update thursday october written ielts mentor hit ielts speak ielts cue card candidate task card describe event life happened happened explain event followup questions ac achieved happiness ac celebrated event ac camera video played celebrated answer remember event life talked event remember vividly successfully board exam moment heard award scholarship based performance board exam world moment forward achieved news parents proud spent anxiety results public started speculating negative tension upcoming results results college admission depend sleep night results published common anxiety students familiar type anxiety exam results game nightmares time life
60493,47,read,3981,3m,"
IELTS Sample Questions

    Reading Sample
        Academic Reading
        GT Reading
    Writing Sample
        Academic Writing Task 1
        GT Writing Task 1
        Writing Task 2
    Listening Sample
    Speaking Sample
    Cue Card Sample

IELTS Preparation

    Reading Preparation
        Academic Reading
        GT Reading
    Writing Preparation
        Academic Writing
            Writing Task 1
            Writing Task 2
        GT Writing
    Listening Preparation
    Speaking Preparation
        Find a Speaking Partner
    IELTS Mock Test

    Sponsored links

IELTS Cue Card Sample 12 - A happy event of your life

    Last Updated: Thursday, 06 October 2016 04:30 
    Written by IELTS Mentor 
    Hits: 38871 

IELTS Speaking Part 2: IELTS Cue Card/ Candidate Task Card.
Describe a happy event of your life.

You should say:

    what it was
    when it happened
    where it happened

and explain why it was a happy event.


Follow-up Questions:
aC/ What do you think is important in achieving happiness?
aC/ How do you celebrate some happy events?
aC/ What do the camera and video play in celebrating?

Possible Answer 1:
I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

I spent almost a month with great anxiety regarding my result publication. I started speculating so many things and many of them were negative. I could hardly keep away the tensions about my upcoming result. The result was so important that my college admission would mostly depend on it. I could not sleep well in the night before the result publishing. I think this is a common anxiety for students and I was familiar with this type of anxiety. However, this particular exam results game me more nightmares than any other time of my life.","
IELTS Sample Questions

    Reading Sample
        Academic Reading
        GT Reading
    Writing Sample
        Academic Writing Task 1
        GT Writing Task 1
        Writing Task 2
    Listening Sample
    Speaking Sample
    Cue Card Sample

IELTS Preparation

    Reading Preparation
        Academic Reading
        GT Reading
    Writing Preparation
        Academic Writing
            Writing Task 1
            Writing Task 2
        GT Writing
    Listening Preparation
    Speaking Preparation
        Find a Speaking Partner
    IELTS Mock Test

    Sponsored links

IELTS Cue Card Sample 12 - A happy event of your life

    Last Updated: Thursday, 06 October 2016 04:30 
    Written by IELTS Mentor 
    Hits: 38871 

IELTS Speaking Part 2: IELTS Cue Card/ Candidate Task Card.
Describe a happy event of your life.

You should say:

    what it was
    when it happened
    where it happened

and explain why it was a happy event.


Follow-up Questions:
aC/ What do you think is important in achieving happiness?
aC/ How do you celebrate some happy events?
aC/ What do the camera and video play in celebrating?

Possible Answer 1:
I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

I spent almost a month with great anxiety regarding my result publication. I started speculating so many things and many of them were negative. I could hardly keep away the tensions about my upcoming result. The result was so important that my college admission would mostly depend on it. I could not sleep well in the night before the result publishing. I think this is a common anxiety for students and I was familiar with this type of anxiety. However, this particular exam results game me more nightmares than any other time of my life.",TRUE,16,NA,achievement,32643,ielts sample questions read sample academic read gt read writing sample academic writing task gt writing task writing task listening sample speak sample cue card sample ielts prepared read prepared academic read gt read writing prepared academic writing writing task writing task gt writing listening prepared speak prepared speak partner ielts mock test sponsored link ielts cue card sample event life update thursday october written ielts mentor hit ielts speak ielts cue card candidate task card describe event life happened happened explain event followup questions ac achieved happiness ac celebrated event ac camera video played celebrated answer remember event life talked event remember vividly successfully board exam moment heard award scholarship based performance board exam world moment forward achieved news parents proud spent anxiety results public started speculating negative tension upcoming results results college admission depend sleep night results published common anxiety students familiar type anxiety exam results game nightmares time life
60493,39,video,3981,3m,"
IELTS Sample Questions

    Reading Sample
        Academic Reading
        GT Reading
    Writing Sample
        Academic Writing Task 1
        GT Writing Task 1
        Writing Task 2
    Listening Sample
    Speaking Sample
    Cue Card Sample

IELTS Preparation

    Reading Preparation
        Academic Reading
        GT Reading
    Writing Preparation
        Academic Writing
            Writing Task 1
            Writing Task 2
        GT Writing
    Listening Preparation
    Speaking Preparation
        Find a Speaking Partner
    IELTS Mock Test

    Sponsored links

IELTS Cue Card Sample 12 - A happy event of your life

    Last Updated: Thursday, 06 October 2016 04:30 
    Written by IELTS Mentor 
    Hits: 38871 

IELTS Speaking Part 2: IELTS Cue Card/ Candidate Task Card.
Describe a happy event of your life.

You should say:

    what it was
    when it happened
    where it happened

and explain why it was a happy event.


Follow-up Questions:
aC/ What do you think is important in achieving happiness?
aC/ How do you celebrate some happy events?
aC/ What do the camera and video play in celebrating?

Possible Answer 1:
I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

I spent almost a month with great anxiety regarding my result publication. I started speculating so many things and many of them were negative. I could hardly keep away the tensions about my upcoming result. The result was so important that my college admission would mostly depend on it. I could not sleep well in the night before the result publishing. I think this is a common anxiety for students and I was familiar with this type of anxiety. However, this particular exam results game me more nightmares than any other time of my life.","
IELTS Sample Questions

    Reading Sample
        Academic Reading
        GT Reading
    Writing Sample
        Academic Writing Task 1
        GT Writing Task 1
        Writing Task 2
    Listening Sample
    Speaking Sample
    Cue Card Sample

IELTS Preparation

    Reading Preparation
        Academic Reading
        GT Reading
    Writing Preparation
        Academic Writing
            Writing Task 1
            Writing Task 2
        GT Writing
    Listening Preparation
    Speaking Preparation
        Find a Speaking Partner
    IELTS Mock Test

    Sponsored links

IELTS Cue Card Sample 12 - A happy event of your life

    Last Updated: Thursday, 06 October 2016 04:30 
    Written by IELTS Mentor 
    Hits: 38871 

IELTS Speaking Part 2: IELTS Cue Card/ Candidate Task Card.
Describe a happy event of your life.

You should say:

    what it was
    when it happened
    where it happened

and explain why it was a happy event.


Follow-up Questions:
aC/ What do you think is important in achieving happiness?
aC/ How do you celebrate some happy events?
aC/ What do the camera and video play in celebrating?

Possible Answer 1:
I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.

I spent almost a month with great anxiety regarding my result publication. I started speculating so many things and many of them were negative. I could hardly keep away the tensions about my upcoming result. The result was so important that my college admission would mostly depend on it. I could not sleep well in the night before the result publishing. I think this is a common anxiety for students and I was familiar with this type of anxiety. However, this particular exam results game me more nightmares than any other time of my life.",TRUE,16,NA,achievement,32643,ielts sample questions read sample academic read gt read writing sample academic writing task gt writing task writing task listening sample speak sample cue card sample ielts prepared read prepared academic read gt read writing prepared academic writing writing task writing task gt writing listening prepared speak prepared speak partner ielts mock test sponsored link ielts cue card sample event life update thursday october written ielts mentor hit ielts speak ielts cue card candidate task card describe event life happened happened explain event followup questions ac achieved happiness ac celebrated event ac camera video played celebrated answer remember event life talked event remember vividly successfully board exam moment heard award scholarship based performance board exam world moment forward achieved news parents proud spent anxiety results public started speculating negative tension upcoming results results college admission depend sleep night results published common anxiety students familiar type anxiety exam results game nightmares time life
61821,39,video,6031,3m,"I bought a really cool video game called ""For Honor"". It was around $100 pre-ordered, but it was worth it, because I was happy with the quality of the gameplay.","I bought a really cool video game called ""For Honor"". It was around $100 pre-ordered, but it was worth it, because I was happy with the quality of the gameplay.",TRUE,2,NA,achievement,33959,bought cool video game called honor preorder worth quality gameplay
61876,62,music,873,3m,My son performed in the middle school musical and was really good.,My son performed in the middle school musical and was really good.,TRUE,1,NA,affection,34014,son performance middle school music
61884,108,band,619,3m,I found the wedding band I want to use.,I found the wedding band I want to use.,TRUE,1,NA,achievement,34022,found wedding band
61903,113,nintendo,245,3m,Easter celebration.  We were able to get the boys a Nintendo Switch.,Easter celebration.  We were able to get the boys a Nintendo Switch.,TRUE,2,NA,affection,34041,easter celebrated boy nintendo switch
62029,75,concert,12260,3m,"I got to see one of my favorite Kpop groups in concert! That weekend was one of the best weekends of my life. It's hard to see Kpop groups because they can't come to America very often. Thankfully BTS had two concert dates for Anaheim and I was lucky enough to get tickets! I had the whole weekend planned: I took the train on Saturday morning, checked into my hotel, went to eat something nice, got dressed, and joined the rest of crowd waiting to see the boys. It was a truly amazing concert. I even tried to get tickets for the next day!","I got to see one of my favorite Kpop groups in concert! That weekend was one of the best weekends of my life. It's hard to see Kpop groups because they can't come to America very often. Thankfully BTS had two concert dates for Anaheim and I was lucky enough to get tickets! I had the whole weekend planned: I took the train on Saturday morning, checked into my hotel, went to eat something nice, got dressed, and joined the rest of crowd waiting to see the boys. It was a truly amazing concert. I even tried to get tickets for the next day!",TRUE,7,NA,enjoy_the_moment,34167,favorite kpop concert weekend weekend life hard kpop america thanked bts concert date anaheim lucky tickets weekend planned training saturday morning check hotel eat nice dress joined rest crowd waiting boy amazing concert tickets day
62029,75,concert,12260,3m,"I got to see one of my favorite Kpop groups in concert! That weekend was one of the best weekends of my life. It's hard to see Kpop groups because they can't come to America very often. Thankfully BTS had two concert dates for Anaheim and I was lucky enough to get tickets! I had the whole weekend planned: I took the train on Saturday morning, checked into my hotel, went to eat something nice, got dressed, and joined the rest of crowd waiting to see the boys. It was a truly amazing concert. I even tried to get tickets for the next day!","I got to see one of my favorite Kpop groups in concert! That weekend was one of the best weekends of my life. It's hard to see Kpop groups because they can't come to America very often. Thankfully BTS had two concert dates for Anaheim and I was lucky enough to get tickets! I had the whole weekend planned: I took the train on Saturday morning, checked into my hotel, went to eat something nice, got dressed, and joined the rest of crowd waiting to see the boys. It was a truly amazing concert. I even tried to get tickets for the next day!",TRUE,7,NA,enjoy_the_moment,34167,favorite kpop concert weekend weekend life hard kpop america thanked bts concert date anaheim lucky tickets weekend planned training saturday morning check hotel eat nice dress joined rest crowd waiting boy amazing concert tickets day
62029,75,concert,12260,3m,"I got to see one of my favorite Kpop groups in concert! That weekend was one of the best weekends of my life. It's hard to see Kpop groups because they can't come to America very often. Thankfully BTS had two concert dates for Anaheim and I was lucky enough to get tickets! I had the whole weekend planned: I took the train on Saturday morning, checked into my hotel, went to eat something nice, got dressed, and joined the rest of crowd waiting to see the boys. It was a truly amazing concert. I even tried to get tickets for the next day!","I got to see one of my favorite Kpop groups in concert! That weekend was one of the best weekends of my life. It's hard to see Kpop groups because they can't come to America very often. Thankfully BTS had two concert dates for Anaheim and I was lucky enough to get tickets! I had the whole weekend planned: I took the train on Saturday morning, checked into my hotel, went to eat something nice, got dressed, and joined the rest of crowd waiting to see the boys. It was a truly amazing concert. I even tried to get tickets for the next day!",TRUE,7,NA,enjoy_the_moment,34167,favorite kpop concert weekend weekend life hard kpop america thanked bts concert date anaheim lucky tickets weekend planned training saturday morning check hotel eat nice dress joined rest crowd waiting boy amazing concert tickets day
62085,39,video,5803,3m,I played in a summer video game league with people that were complete strangers to me at the start. We ended up placing almost last in the regular season but took second in the finals and it felt great.,I played in a summer video game league with people that were complete strangers to me at the start. We ended up placing almost last in the regular season but took second in the finals and it felt great.,TRUE,2,leisure,leisure,34222,played summer video game league people completed stranger started placing regular season finally
62097,1,movie,288,3m,Went to a movie of my favourite hero,Went to a movie of my favourite hero,TRUE,1,NA,leisure,34234,movie favourite hero
62140,2,tv,1375,3m,I have been watching a new TV show called Feud that I found quite enjoyable and yesterday I happened to catch the movie Whatever Happened to Baby Jane that the show is based on.,I have been watching a new TV show called Feud that I found quite enjoyable and yesterday I happened to catch the movie Whatever Happened to Baby Jane that the show is based on.,TRUE,1,leisure,leisure,34277,watched tv called feud found enjoyed happened catch movie happened baby jane based
62140,1,movie,1375,3m,I have been watching a new TV show called Feud that I found quite enjoyable and yesterday I happened to catch the movie Whatever Happened to Baby Jane that the show is based on.,I have been watching a new TV show called Feud that I found quite enjoyable and yesterday I happened to catch the movie Whatever Happened to Baby Jane that the show is based on.,TRUE,1,leisure,leisure,34277,watched tv called feud found enjoyed happened catch movie happened baby jane based
62263,1,movie,11000,3m,my father bought the movie ticket for me and my friends . it doesn't expect from my father . he is my life and he understand my thinking and feelings also . so i would be very proud of the daughter of my father . my friends also very excited and they are jealous about my father . it make me felt very happy .,my father bought the movie ticket for me and my friends . it doesn't expect from my father . he is my life and he understand my thinking and feelings also . so i would be very proud of the daughter of my father . my friends also very excited and they are jealous about my father . it make me felt very happy .,TRUE,6,NA,affection,34400,father bought movie tickets friend doesnt expected father life understand thinking feel proud daughter father friend excited jealous father
62316,62,music,5219,3m,I decided to learn how to play the piano and practice learning music theory.,I decided to learn how to play the piano and practice learning music theory.,TRUE,1,leisure,leisure,34452,decided learned played piano practice learned music theory
62386,1,movie,605,3m,I WENT TO MOVIE,I WENT TO MOVIE,TRUE,1,leisure,leisure,34522,movie
62637,39,video,10608,3m,I saw and video taped a Manatee in the river.,I saw and video taped a Manatee in the river.,TRUE,1,NA,nature,34773,video tape manatee river
62714,47,read,12601,3m,I started reading a novelist I've been interested in for a long time.,I started reading a novelist I've been interested in for a long time.,TRUE,1,NA,achievement,34849,started read novelist ive time
62714,64,novelist,12601,3m,I started reading a novelist I've been interested in for a long time.,I started reading a novelist I've been interested in for a long time.,TRUE,1,NA,achievement,34849,started read novelist ive time
62745,108,band,783,3m,"I've been trying to chase down a band I love, Avatar, and kept missing their shows. Last month I ordered tickets to their show next Monday and I've been so excited to see one of my ""bucket list"" bands.","I've been trying to chase down a band I love, Avatar, and kept missing their shows. Last month I ordered tickets to their show next Monday and I've been so excited to see one of my ""bucket list"" bands.",TRUE,2,NA,enjoy_the_moment,34880,ive chasing band love avatar missed tickets monday ive excited bucket list band
62745,108,band,783,3m,"I've been trying to chase down a band I love, Avatar, and kept missing their shows. Last month I ordered tickets to their show next Monday and I've been so excited to see one of my ""bucket list"" bands.","I've been trying to chase down a band I love, Avatar, and kept missing their shows. Last month I ordered tickets to their show next Monday and I've been so excited to see one of my ""bucket list"" bands.",TRUE,2,NA,enjoy_the_moment,34880,ive chasing band love avatar missed tickets monday ive excited bucket list band
62771,39,video,1154,3m,I achieved a difficult to reach goal in a video game.,I achieved a difficult to reach goal in a video game.,TRUE,1,achievement,achievement,34906,achieved difficult reached goal video game
62781,1,movie,3970,3m,I went to the movies with a friend.,I went to the movies with a friend.,TRUE,1,NA,bonding,34916,movie friend
62957,1,movie,1249,3m,Taking my kids to see the movie Boss Baby.,Taking my kids to see the movie Boss Baby.,TRUE,1,affection,affection,35091,taking kids movie boss baby
63090,61,song,12647,3m,Interesting moments in our daily life. Trying hard to find the mobile when it is in silent mode A random day dream & then realizing that you were staring at someone by mistake Restarting the song when you miss your most favorite line Everything else becoming more interesting when its exam time Enjoying the moment.i don't still forget that incident. i am really enjoyed it.,Interesting moments in our daily life. Trying hard to find the mobile when it is in silent mode A random day dream & then realizing that you were staring at someone by mistake Restarting the song when you miss your most favorite line Everything else becoming more interesting when its exam time Enjoying the moment.i don't still forget that incident. i am really enjoyed it.,TRUE,3,NA,enjoy_the_moment,35224,moment daily life hard mobile silent mode random day dream realized stare mistake restarting song missed favorite line exam time enjoyed momenti dont forget incident enjoyed
63624,6,book,13213,3m,An event that made me happy was skyping with some friends from college for a meeting of our online book club.,An event that made me happy was skyping with some friends from college for a meeting of our online book club.,TRUE,1,NA,bonding,35757,event skype friend college meet online book club
63664,16,author,4867,3m,The day I received a copy of my favourite author's book on the first day of release as a gift from my husband.,The day I received a copy of my favourite author's book on the first day of release as a gift from my husband.,TRUE,1,NA,affection,35797,day received copy favourite author book day released gift husband
63664,6,book,4867,3m,The day I received a copy of my favourite author's book on the first day of release as a gift from my husband.,The day I received a copy of my favourite author's book on the first day of release as a gift from my husband.,TRUE,1,NA,affection,35797,day received copy favourite author book day released gift husband
63790,60,writer,4800,3m,"I met my 9th grade English teacher on Facebook after a five or six years. She played an important role in my life and when I found her on Facebook, I was elated. She was the reason I began writing and she was the reason I actually enjoyed it. She had just started out her teaching career with us, and it was wonderful seeing her grow with us. She was fun, funny, carefree, smart, and magical. She was the best teacher I've ever had and I owe her a lot. 

When I found her on Facebook, I immediately sent her a friend request. I didn't think she'd accept my request or that she'd remember me, I was in for a sweet surprise when I saw that she accepted and she had sent me a message. It was something like, ""Wow! It's been so long since I've seen you! How are you doing? You've grown to be a beautiful woman!"" We started chatting with each other and I found out that she had changed schools - states, actually. She was doing well.

I informed her of my writings on Quora, my articles that were published, and my short stories (which I'm still working on a new one). She was proud of me, I mean, exceptionally proud. She said she knew that I'd grow as a writer because she could see the passion in me. I actually had tears in my eyes when I read her message. It was an amazing feeling to know that I've done my teacher proud, especially one that had a significant role in my life.

How does it feel to meet my teacher? It was amazing, I can't express the joy I felt when I found her on Facebook and actually started having a conversation with her.","I met my 9th grade English teacher on Facebook after a five or six years. She played an important role in my life and when I found her on Facebook, I was elated. She was the reason I began writing and she was the reason I actually enjoyed it. She had just started out her teaching career with us, and it was wonderful seeing her grow with us. She was fun, funny, carefree, smart, and magical. She was the best teacher I've ever had and I owe her a lot. 

When I found her on Facebook, I immediately sent her a friend request. I didn't think she'd accept my request or that she'd remember me, I was in for a sweet surprise when I saw that she accepted and she had sent me a message. It was something like, ""Wow! It's been so long since I've seen you! How are you doing? You've grown to be a beautiful woman!"" We started chatting with each other and I found out that she had changed schools - states, actually. She was doing well.

I informed her of my writings on Quora, my articles that were published, and my short stories (which I'm still working on a new one). She was proud of me, I mean, exceptionally proud. She said she knew that I'd grow as a writer because she could see the passion in me. I actually had tears in my eyes when I read her message. It was an amazing feeling to know that I've done my teacher proud, especially one that had a significant role in my life.

How does it feel to meet my teacher? It was amazing, I can't express the joy I felt when I found her on Facebook and actually started having a conversation with her.",TRUE,21,NA,affection,35920,met grade english teacher facebook played role life found facebook elated reason writing reason enjoyed started teaching career wonderful growing fun funny carefree smart magic teacher ive owed found facebook immediately friend request didnt shed accepted request shed remember sweet surprise accepted message wow ive youve grown beautiful woman started chat found change school informed writing quora article published short story im proud exceptionally proud id growing writer passion tears eyes read message amazing feel ive teacher proud significant role life feel meet teacher amazing expressed joy found facebook started conversation
63790,47,read,4800,3m,"I met my 9th grade English teacher on Facebook after a five or six years. She played an important role in my life and when I found her on Facebook, I was elated. She was the reason I began writing and she was the reason I actually enjoyed it. She had just started out her teaching career with us, and it was wonderful seeing her grow with us. She was fun, funny, carefree, smart, and magical. She was the best teacher I've ever had and I owe her a lot. 

When I found her on Facebook, I immediately sent her a friend request. I didn't think she'd accept my request or that she'd remember me, I was in for a sweet surprise when I saw that she accepted and she had sent me a message. It was something like, ""Wow! It's been so long since I've seen you! How are you doing? You've grown to be a beautiful woman!"" We started chatting with each other and I found out that she had changed schools - states, actually. She was doing well.

I informed her of my writings on Quora, my articles that were published, and my short stories (which I'm still working on a new one). She was proud of me, I mean, exceptionally proud. She said she knew that I'd grow as a writer because she could see the passion in me. I actually had tears in my eyes when I read her message. It was an amazing feeling to know that I've done my teacher proud, especially one that had a significant role in my life.

How does it feel to meet my teacher? It was amazing, I can't express the joy I felt when I found her on Facebook and actually started having a conversation with her.","I met my 9th grade English teacher on Facebook after a five or six years. She played an important role in my life and when I found her on Facebook, I was elated. She was the reason I began writing and she was the reason I actually enjoyed it. She had just started out her teaching career with us, and it was wonderful seeing her grow with us. She was fun, funny, carefree, smart, and magical. She was the best teacher I've ever had and I owe her a lot. 

When I found her on Facebook, I immediately sent her a friend request. I didn't think she'd accept my request or that she'd remember me, I was in for a sweet surprise when I saw that she accepted and she had sent me a message. It was something like, ""Wow! It's been so long since I've seen you! How are you doing? You've grown to be a beautiful woman!"" We started chatting with each other and I found out that she had changed schools - states, actually. She was doing well.

I informed her of my writings on Quora, my articles that were published, and my short stories (which I'm still working on a new one). She was proud of me, I mean, exceptionally proud. She said she knew that I'd grow as a writer because she could see the passion in me. I actually had tears in my eyes when I read her message. It was an amazing feeling to know that I've done my teacher proud, especially one that had a significant role in my life.

How does it feel to meet my teacher? It was amazing, I can't express the joy I felt when I found her on Facebook and actually started having a conversation with her.",TRUE,21,NA,affection,35920,met grade english teacher facebook played role life found facebook elated reason writing reason enjoyed started teaching career wonderful growing fun funny carefree smart magic teacher ive owed found facebook immediately friend request didnt shed accepted request shed remember sweet surprise accepted message wow ive youve grown beautiful woman started chat found change school informed writing quora article published short story im proud exceptionally proud id growing writer passion tears eyes read message amazing feel ive teacher proud significant role life feel meet teacher amazing expressed joy found facebook started conversation
64082,6,book,1444,3m,A family trip to Canada is being scheduled for the next week and the booking details are confirmed.,A family trip to Canada is being scheduled for the next week and the booking details are confirmed.,TRUE,1,NA,affection,36210,family trip canada schedule book details confirmed
64168,38,youtube,5166,3m,"I successfully fixed an ignition issue on my old car without asking for help, just using YouTube tutorials and borrowed tools.","I successfully fixed an ignition issue on my old car without asking for help, just using YouTube tutorials and borrowed tools.",TRUE,1,achievement,achievement,36296,successfully fixed ignition issues car youtube tutorial borrow tool
64213,39,video,8240,3m,My dad video chatted me while visiting Washington DC.,My dad video chatted me while visiting Washington DC.,TRUE,1,NA,affection,36341,dad video chat visit washington dc
64519,6,book,1668,3m,"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me ""I don't know what have I done to deserve people like you caring this much""","I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me ""I don't know what have I done to deserve people like you caring this much""",TRUE,3,bonding,bonding,36642,prepared scrap book friend birthday screenshots chat photos note tears told dont deserved people care
64551,61,song,297,3m,I listened to a song that I hadn't heard in years. This made me nostalgic in a good way. I enjoyed these few moments of musical pleasure.,I listened to a song that I hadn't heard in years. This made me nostalgic in a good way. I enjoyed these few moments of musical pleasure.,TRUE,3,NA,enjoy_the_moment,36673,listening song hadnt heard nostalgic enjoyed moment music pleasure
64551,62,music,297,3m,I listened to a song that I hadn't heard in years. This made me nostalgic in a good way. I enjoyed these few moments of musical pleasure.,I listened to a song that I hadn't heard in years. This made me nostalgic in a good way. I enjoyed these few moments of musical pleasure.,TRUE,3,NA,enjoy_the_moment,36673,listening song hadnt heard nostalgic enjoyed moment music pleasure
64887,108,band,441,3m,I had a successful and productive rehearsal with my elementary band students.,I had a successful and productive rehearsal with my elementary band students.,TRUE,1,NA,achievement,37007,successfully productive rehearsal elementary band students
65119,2,tv,536,3m,My kids fell asleep very early last night. It was really nice having more time to relax and have my me time. I watched a tv show and ate some snacks while having my feet in a massager.,My kids fell asleep very early last night. It was really nice having more time to relax and have my me time. I watched a tv show and ate some snacks while having my feet in a massager.,TRUE,3,NA,affection,37239,kids fell asleep night nice time relax time watched tv ate snack feet massage
65335,1,movie,1481,3m,YESTERDAY I SAW A MOVIE IT WAS LOVE MOVIE FULL OF LOVE EVERY SHOTS WAS NICE I HAD A GOOD TIME YESTERDAY THE WHOLE DAY IS MEMORABLE,YESTERDAY I SAW A MOVIE IT WAS LOVE MOVIE FULL OF LOVE EVERY SHOTS WAS NICE I HAD A GOOD TIME YESTERDAY THE WHOLE DAY IS MEMORABLE,TRUE,1,NA,leisure,37453,movie love movie love shot nice time day memorable
65335,1,movie,1481,3m,YESTERDAY I SAW A MOVIE IT WAS LOVE MOVIE FULL OF LOVE EVERY SHOTS WAS NICE I HAD A GOOD TIME YESTERDAY THE WHOLE DAY IS MEMORABLE,YESTERDAY I SAW A MOVIE IT WAS LOVE MOVIE FULL OF LOVE EVERY SHOTS WAS NICE I HAD A GOOD TIME YESTERDAY THE WHOLE DAY IS MEMORABLE,TRUE,1,NA,leisure,37453,movie love movie love shot nice time day memorable
65376,6,book,266,3m,on my child birthday we went to orphanage to celebrate her birthday.there we distributed lunch and books to children and they felt very happy.seeing this i felt very happy.,on my child birthday we went to orphanage to celebrate her birthday.there we distributed lunch and books to children and they felt very happy.seeing this i felt very happy.,TRUE,1,NA,affection,37494,child birthday orphanage celebrated birthdaythere distributed lunch book children happyseeing
65681,39,video,3992,3m,I went up a rank in my competitive video game.,I went up a rank in my competitive video game.,TRUE,1,NA,leisure,37798,rank competition video game
66043,39,video,4114,3m,I succeeded at a complex task in a video game that I enjoy.,I succeeded at a complex task in a video game that I enjoy.,TRUE,1,achievement,achievement,38158,succeed complex task video game enjoyed
